epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,365.012,0.15874,0.42098,0.78256,0.95988,0.98787,0.97321,0.79178,0.8623,0.89817,1.09865,0.0008318,0.0008318,0.0008318
61,372.241,0.16394,0.39653,0.78788,0.95608,0.97943,0.98143,0.78285,0.85288,0.82743,1.13857,0.000812,0.000812,0.000812
62,379.039,0.15128,0.37117,0.79563,0.95608,0.97943,0.98143,0.78285,0.85288,0.82743,1.13857,0.0007922,0.0007922,0.0007922
63,385.844,0.13536,0.38351,0.79179,0.95608,0.97943,0.98143,0.78285,0.85288,0.82743,1.13857,0.0007724,0.0007724,0.0007724
64,392.583,0.15287,0.37174,0.78592,0.95608,0.97943,0.98143,0.78285,0.85288,0.82743,1.13857,0.0007526,0.0007526,0.0007526
65,399.303,0.13515,0.34514,0.7848,0.95608,0.97943,0.98143,0.78285,0.85288,0.82743,1.13857,0.0007328,0.0007328,0.0007328
66,405.958,0.12848,0.36857,0.83843,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.000713,0.000713,0.000713
67,412.755,0.12094,0.32875,0.78858,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.0006932,0.0006932,0.0006932
68,419.834,0.1245,0.34397,0.78215,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.0006734,0.0006734,0.0006734
69,426.404,0.12337,0.32106,0.82314,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.0006536,0.0006536,0.0006536
70,432.15,0.12347,0.35269,0.79674,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.0006338,0.0006338,0.0006338
71,436.717,0.11936,0.33249,0.77154,0.92934,0.99966,0.98143,0.78251,0.87232,0.80923,1.23836,0.000614,0.000614,0.000614
72,446.466,0.10181,0.33111,0.83403,0.92231,1,0.97533,0.77118,0.85123,0.79063,1.25794,0.0005942,0.0005942,0.0005942
73,452.278,0.10644,0.30517,0.7907,0.92231,1,0.97533,0.77118,0.85123,0.79063,1.25794,0.0005744,0.0005744,0.0005744
74,457.377,0.11144,0.30805,0.7773,0.92231,1,0.97533,0.77118,0.85123,0.79063,1.25794,0.0005546,0.0005546,0.0005546
75,461.356,0.10788,0.30437,0.78845,0.92231,1,0.97533,0.77118,0.85123,0.79063,1.25794,0.0005348,0.0005348,0.0005348
76,465.427,0.0985,0.32639,0.78992,0.92231,1,0.97533,0.77118,0.85123,0.79063,1.25794,0.000515,0.000515,0.000515
77,469.587,0.10886,0.2948,0.79447,0.94769,0.99066,0.9925,0.77357,0.82742,0.72173,1.21469,0.0004952,0.0004952,0.0004952
78,474.116,0.10265,0.27858,0.76833,0.94769,0.99066,0.9925,0.77357,0.82742,0.72173,1.21469,0.0004754,0.0004754,0.0004754
79,478.067,0.09873,0.27324,0.75987,0.94769,0.99066,0.9925,0.77357,0.82742,0.72173,1.21469,0.0004556,0.0004556,0.0004556
80,481.971,0.10107,0.28525,0.77379,0.94769,0.99066,0.9925,0.77357,0.82742,0.72173,1.21469,0.0004358,0.0004358,0.0004358
81,486.054,0.09473,0.2808,0.78052,0.94769,0.99066,0.9925,0.77357,0.82742,0.72173,1.21469,0.000416,0.000416,0.000416
82,490.568,0.10614,0.28785,0.76875,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.0003962,0.0003962,0.0003962
83,495.015,0.08921,0.28133,0.79794,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.0003764,0.0003764,0.0003764
84,499.402,0.09278,0.28482,0.7795,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.0003566,0.0003566,0.0003566
